1,425001001,2,烟雾,1,1,1,1,0,425001001,2,60,20,0,1,烟雾告警,正常
2,425002001,2,设备故障告警,1,1,1,2,0,425002001,2,120,20,0,0,设备故障告警,正常
3,425003001,2,空调故障告警,1,1,1,2,0,425003001,2,120,20,0,0,空调故障告警,正常
