1,405001001,2,超速停机告警,1,1,1,2,0,405001001,2,120,20,0,0,超速停机告警,正常
2,405004001,2,高水温停机告警,1,1,1,2,0,405004001,2,120,20,0,0,高水温停机告警,正常
3,405005001,2,过载停机告警,1,1,1,2,0,405005001,2,120,20,0,0,过载停机告警,正常
4,405006001,2,紧急停机告警,1,1,1,2,0,405006001,2,120,20,0,0,紧急停机告警,正常
5,405009001,2,油机运行告警,1,1,1,3,0,405009001,2,180,20,0,0,油机运行告警,正常
6,406010001,2,低油压告警,1,1,1,3,0,406010001,2,180,20,0,0,低油压告警,正常
7,405013001,2,高温告警,1,1,1,3,0,405013001,2,180,20,0,0,高温告警,正常
8,405016001,2,启动失败故障告警,1,1,1,1,0,405016001,2,60,20,0,1,启动失败故障告警,正常
9,405019001,2,启动电池电压低告警,0,12.5,0,2,1,405106001,3,0,0,0,0,启动电池电压低告警,正常
10,405020001,2,启动电池电压高告警,0,15,1,3,-1,405106001,3,0,0,0,0,启动电池电压高告警,正常
11,405021001,2,充电器故障告警,1,1,1,2,0,405021001,2,120,20,0,0,充电器故障告警,正常
12,405022001,2,燃油油位低告警,1,1,1,2,0,405022001,2,120,20,0,0,燃油油位低告警,正常
13,405023001,2,油机不在自动状态告警,1,1,1,3,0,405023001,2,180,20,0,0,油机不在自动状态告警,正常
14,405025001,2,输出电压过高告警,0,260,1,3,-10,405025001,2,0,0,0,0,输出电压过高告警,正常
15,405026001,2,输出电压过低告警,0,200,0,3,10,405026001,2,0,0,0,0,输出电压过低告警,正常
16,405027001,2,输出过载告警,1,1,1,2,0,405027001,2,120,20,0,0,输出过载告警,正常
17,405030001,2,低油压停机告警,1,1,1,2,0,405030001,2,120,20,0,0,低油压停机告警,正常
18,405036001,2,油机供电告警状态,1,1,1,3,0,405036001,2,180,20,0,0,油机供电告警状态,正常
