1,415001001,2,工作异常警,0,0,1800,0,1,
2,415003001,2,交流输入异常告警,0,0,1800,0,1,
3,415201001,4,远程开机,0,0,1800,0,1,
4,415202001,4,远程关机,0,0,1800,0,1,
5,415203001,4,遥控制热运行,0,0,1800,0,1,
6,415204001,4,遥控制冷运行,0,0,1800,0,1,
7,415205001,4,时钟同步,0,0,1800,0,1,
8,415103001,3,设备系统时间,0,0,1800,1,1,
9,415101001,3,普通空调工作电流,0,0,1800,1,1,A
10,415104001,3,普通空调工作电压,0,0,1800,1,1,V
11,415102001,3,回风温度,0,0,1800,1,1, ℃
12,415116001,3,出风温度,0,0,1800,1,1, ℃
13,415110001,3,空调工作电流A相,0,0,1800,1,1,A
14,415111001,3,空调工作电流B相,0,0,1800,1,1,A
15,415112001,3,空调工作电流C相,0,0,1800,1,1,A
16,415113001,3,空调工作电压A相,0,0,1800,1,1,V
17,415114001,3,空调工作电压B相,0,0,1800,1,1,V
18,415115001,3,空调工作电压C相,0,0,1800,1,1,V
19,415108001,3,空调功率,0,0,1800,1,1,W
20,415109001,3,累计用电量,0,0,1800,1,1,KWH
21,415105001,3,空调开关状态,0,0,1800,1,1,
22,415106001,3,制热状态,0,0,1800,1,1,
23,415107001,3,制冷状态,0,0,1800,1,1,
24,415301001,5,运行温度设定,0,0,1800,1,1,
25,415302001,5,运行模式设定,0,0,1800,1,1,
