1,407001001,2,总电压过高,1,57.5,1,3,-1,407102001,3,0,0,0,0,总电压过高,正常
2,407002001,2,总电压过低,1,47,0,2,1,407102001,3,0,0,0,0,总电压过低,正常
3,407005001,2,电池组中间点电压不平衡,1,1,1,3,0,407005001,2,300,20,0,0,电池组中间点电压不平衡,正常
