1,408001001,2,交流输入中断告警,0,0,1800,1,1,
2,408002001,2,交流输入电压告警,0,0,1800,0,1,
3,408003001,2,交流输入频率告警,0,0,1800,0,1,
4,408004001,2,旁路故障告警,0,0,1800,0,1,
5,408005001,2,交流输出中断告警,0,0,1800,1,1,
6,408006001,2,交流输出电压告警,0,0,1800,0,1,
7,408007001,2,交流输出频率告警,0,0,1800,0,1,
8,408008001,2,即将停机告警,0,0,1800,1,1,
9,408009001,2,整流器故障告警,0,0,1800,0,1,
10,408010001,2,充电器故障告警,0,0,1800,0,1,
11,408011001,2,逆变器故障告警,0,0,1800,0,1,
12,408012001,2,风扇故障告警,0,0,1800,0,1,
13,408013001,2,温度超限告警,0,0,1800,0,1,
14,408014001,2,其它告警,0,0,1800,0,1,
15,408015001,2,电池电压低告警,0,0,1800,1,1,
16,408016001,2,电池供电告警,0,0,1800,0,1,
17,408101001,3,UPS输入线电压Uab,0,0,1800,0,1,V
18,408102001,3,UPS输入线电压Ubc,0,0,1800,0,1,V
19,408103001,3,UPS输入线电压Uca,0,0,1800,0,1,V
20,408104001,3,UPS输入相电压Ua,0,0,1800,0,1,V
21,408105001,3,UPS输入相电压Ub,0,0,1800,0,1,V
22,408106001,3,UPS输入相电压Uc,0,0,1800,0,1,V
23,408107001,3,UPS输入相电流Ia,0,0,1800,0,1,A
24,408108001,3,UPS输入相电流Ib,0,0,1800,0,1,A
25,408109001,3,UPS输入相电流Ic,0,0,1800,0,1,A
26,408110001,3,UPS输入频率,0,0,1800,0,1,Hz
27,408111001,3,UPS输出线电压Uab,0,0,1800,0,1,V
28,408112001,3,UPS输出线电压Ubc,0,0,1800,0,1,V
29,408113001,3,UPS输出线电压Uca,0,0,1800,0,1,V
30,408114001,3,UPS输出相电压Ua,0,0,1800,0,1,V
31,408115001,3,UPS输出相电压Ub,0,0,1800,0,1,V
32,408116001,3,UPS输出相电压Uc,0,0,1800,0,1,V
33,408117001,3,UPS输出相电流Ia,0,0,1800,0,1,A
34,408118001,3,UPS输出相电流Ib,0,0,1800,0,1,A
35,408119001,3,UPS输出相电流Ic,0,0,1800,0,1,A
36,408120001,3,UPS输出频率,0,0,1800,0,1,Hz
37,408121001,3,UPS输出功率因数PF,0,0,1800,0,1,
38,408122001,3,UPS主机温度,0,0,1800,0,1,℃
39,408123001,3,UPS蓄电池组电压,0,0,1800,0,1,V
40,408124001,3,UPS电池电流,0,0,1800,0,1,A
41,408125001,3,UPS蓄电池温度,0,0,1800,0,1,℃
