1,447015001,2,备电时长过短,0,1,0,2,0.1,447101001,3,0,0,0,0,备电时长过短,正常
2,447016001,2,电池保护告警,1,1,1,2,0,447016001,2,0,0,0,0,电池保护告警,正常
