1,415001001,2,工作异常警,1,1,1,3,0,415001001,2,180,20,0,0,工作异常警,正常
2,415003001,2,交流输入异常告警,1,1,1,4,0,415003001,2,240,20,0,0,交流输入异常告警,正常
