1,418011001,2,交流输入停电告警,1,1,1,1,0,418011001,2,0,0,0,1,交流输入停电告警,正常
2,418012001,2,油机发电状态,1,1,1,2,0,418012001,2,0,0,0,1,发电开始,发电结束
