1,446001001,2,第1路电池过压告警,0,0,1800,0,1,
2,446001002,2,第2路电池过压告警,0,0,1800,0,1,
3,446001003,2,第3路电池过压告警,0,0,1800,0,1,
4,446001004,2,第4路电池过压告警,0,0,1800,0,1,
5,446001005,2,第5路电池过压告警,0,0,1800,0,1,
6,446001006,2,第6路电池过压告警,0,0,1800,0,1,
7,446002001,2,第1路电池过流告警,0,0,1800,0,1,
8,446002002,2,第2路电池过流告警,0,0,1800,0,1,
9,446002003,2,第3路电池过流告警,0,0,1800,0,1,
10,446002004,2,第4路电池过流告警,0,0,1800,0,1,
11,446002005,2,第5路电池过流告警,0,0,1800,0,1,
12,446002006,2,第6路电池过流告警,0,0,1800,0,1,
13,446003001,2,第1路电池欠压告警,0,0,1800,0,1,
14,446003002,2,第2路电池欠压告警,0,0,1800,0,1,
15,446003003,2,第3路电池欠压告警,0,0,1800,0,1,
16,446003004,2,第4路电池欠压告警,0,0,1800,0,1,
17,446003005,2,第5路电池欠压告警,0,0,1800,0,1,
18,446003006,2,第6路电池欠压告警,0,0,1800,0,1,
19,446101001,3,连接电池组数,0,0,1800,0,1,
20,446102001,3,第1路电池电压,0,0,1800,0,1,V
21,446102002,3,第2路电池电压,0,0,1800,0,1,V
22,446102003,3,第3路电池电压,0,0,1800,0,1,V
23,446102004,3,第4路电池电压,0,0,1800,0,1,V
24,446102005,3,第5路电池电压,0,0,1800,0,1,V
25,446102006,3,第6路电池电压,0,0,1800,0,1,V
26,446103001,3,第1路电池电流,0,0,1800,0,1,A
27,446103002,3,第2路电池电流,0,0,1800,0,1,A
28,446103003,3,第3路电池电流,0,0,1800,0,1,A
29,446103004,3,第4路电池电流,0,0,1800,0,1,A
30,446103005,3,第5路电池电流,0,0,1800,0,1,A
31,446103006,3,第6路电池电流,0,0,1800,0,1,A
32,446104001,3,第1路电池放电时长,0,0,1800,0,1,min
33,446104002,3,第2路电池放电时长,0,0,1800,0,1,min
34,446104003,3,第3路电池放电时长,0,0,1800,0,1,min
35,446104004,3,第4路电池放电时长,0,0,1800,0,1,min
36,446104005,3,第5路电池放电时长,0,0,1800,0,1,min
37,446104006,3,第6路电池放电时长,0,0,1800,0,1,min
38,446105001,3,第1路电池剩余放电时长,0,0,1800,0,1,min
39,446105002,3,第2路电池剩余放电时长,0,0,1800,0,1,min
40,446105003,3,第3路电池剩余放电时长,0,0,1800,0,1,min
41,446105004,3,第4路电池剩余放电时长,0,0,1800,0,1,min
42,446105005,3,第5路电池剩余放电时长,0,0,1800,0,1,min
43,446105006,3,第6路电池剩余放电时长,0,0,1800,0,1,min
44,446106001,3,第1路电池充放电状态,0,0,1800,0,1,
45,446106002,3,第2路电池充放电状态,0,0,1800,0,1,
46,446106003,3,第3路电池充放电状态,0,0,1800,0,1,
47,446106004,3,第4路电池充放电状态,0,0,1800,0,1,
48,446106005,3,第5路电池充放电状态,0,0,1800,0,1,
49,446106006,3,第6路电池充放电状态,0,0,1800,0,1,
