1,451001001,2,微站交流电压过高告警,0,0,1800,0,1,
2,451002001,2,微站交流电压超高告警,0,0,1800,0,1,
3,451003001,2,微站交流电压过低告警,0,0,1800,0,1,
4,451004001,2,微站交流输入停电告警,0,0,1800,0,1,
5,451005001,2,微站直流输入压过低告警,0,0,1800,0,1,
6,451006001,2,微站直流输入压过高告警,0,0,1800,0,1,
7,451007001,2,微站直流输入断电告警,0,0,1800,0,1,
8,451008001,2,电池更新维护告警,0,0,1800,1,1,
9,451101001,3,微站交流输入电压,0,0,1800,0,1,V
10,451102001,3,微站交流输入电流,0,0,1800,0,1,A
11,451103001,3,微站直流输入电压,0,0,1800,0,1,V
12,451104001,3,微站直流输入电流,0,0,1800,0,1,A
13,451105001,3,微站设备用电量,0,0,1800,0,1,KWH
