1,425001001,2,烟雾,0,0,1800,1,1,
2,425002001,2,设备故障告警,0,0,1800,0,1,
3,425003001,2,空调故障告警,0,0,1800,0,1,
4,425004001,2,空调运行状态,0,0,1800,0,1,
5,425202001,4,时钟同步,0,0,1800,0,1,
6,425203001,4,远程开机,0,0,1800,0,1,
7,425204001,4,远程关机,0,0,1800,0,1,
8,425107001,3,设备系统时间,0,0,1800,0,1,
9,425101001,3,室内温度,0,0,1800,0,1,℃
10,425102001,3,室内湿度,0,0,1800,0,1,%RH
11,425103001,3,室外温度,0,0,1800,0,1,℃
12,425104001,3,室外湿度,0,0,1800,0,1,%RH
13,425105001,4,设备累计运行时长,0,0,1800,0,1,H
14,425106001,3,空调累计运行时长,0,0,1800,0,1,H
15,425108001,3,热交换设备开关状态,0,0,1800,0,1,
16,425301001,5,设备运行温度设置,0,0,1800,0,1,
